artikul,mehsul_adi,aciqlama,ilkin_qiymet,kataloq_qiymeti,anbar_qiymeti,saticilara_ozel_endirimli_qiymet,mehsul_bali
8115,Qadınlar üçün parfümləşdirilmiş duş geli Donna Felice,Qadınlar üçün parfümləşdirilmiş duş geli Donna Felice - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-00129?sponsornumber=733560909&page=26,8.59,6.49,4.81,2.96,2.92
8154,Kişilər üçün antiperspirant-dezodorant Vent d'Aventures,Kişilər üçün antiperspirant-dezodorant Vent d'Aventures - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010602-032950?sponsornumber=733560909&page=26,7.89,4.29,3.18,,0.96
12197,Leto breloklu ekstra nəmləndirici əl krem-ətir,Leto breloklu ekstra nəmləndirici əl krem-ətir - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010803-092640?sponsornumber=733560909&page=26,11.99,5.99,4.44,,1.35
10347,2-si 1-də «Kameliya» şampun-balzam Spring Beauty,2-si 1-də «Kameliya» şampun-balzam Spring Beauty - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070303-075370?sponsornumber=733560909&page=26,6.49,2.89,2.14,,0.65
3596,Vanna və duş üçün aromaçiçək Cherry Blossom,Vanna və duş üçün aromaçiçək Cherry Blossom - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-071813?sponsornumber=733560909&page=26,7.19,5.49,4.07,,1.23
3593,Cherry Blossom əl işi kosmetik sabunu,Cherry Blossom əl işi kosmetik sabunu - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-071810?sponsornumber=733560909&page=26,9.59,3.79,2.81,,0.85
3592,«Kameliya» duş geli Spring Beauty,«Kameliya» duş geli Spring Beauty - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-071809?sponsornumber=733560909&page=26,5.79,2.89,2.14,,0.65
3590,«Pion» duş geli Spring Beauty,«Pion» duş geli Spring Beauty - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-071807?sponsornumber=733560909&page=26,5.79,2.89,2.14,,0.65
4001,«Kameliya» cavanlaşdırıcı əl kremi Spring Beauty,«Kameliya» cavanlaşdırıcı əl kremi Spring Beauty - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010803-070341?sponsornumber=733560909&page=26,4.79,2.39,1.77,,0.54
8875,"Kokos ilə bəyazladıcı diş məcunu ""Həssaslığın azaldılması""","Kokos ilə bəyazladıcı diş məcunu ""Həssaslığın azaldılması"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010601-066784?sponsornumber=733560909&page=26",9.59,5.29,3.92,,1.19
12113,Üz zərdabları dəsti ilə advent-təqvim Bee Royal,Üz zərdabları dəsti ilə advent-təqvim Bee Royal - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/041108-062459?sponsornumber=733560909&page=26,64.79,47.99,35.55,,21.55
12111,Qış soyuğuna qarşı ayaq kremi Zima,Qış soyuğuna qarşı ayaq kremi Zima - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010804-062457?sponsornumber=733560909&page=26,5.29,2.59,1.92,,0.58
12110,Dodaq balzaml Zima,Dodaq balzaml Zima - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080102-062456?sponsornumber=733560909&page=26,4.79,2.09,1.55,,0.47
2016,"Maye əl sabunu ""Mokkaçion"" Beauty Cafe","Maye əl sabunu ""Mokkaçion"" Beauty Cafe - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-065871?sponsornumber=733560909&page=26",8.39,4.09,3.03,,0.92
12043,"Krem ""SOS-treapiya və bərpaetmə"" Expert","Krem ""SOS-treapiya və bərpaetmə"" Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-058548?sponsornumber=733560909&page=26",21.59,9.59,7.1,,4.3
12038,AHA-turşular ilə kimyəvi pilinq Expert,AHA-turşular ilə kimyəvi pilinq Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-058538?sponsornumber=733560909&page=26,21.59,11.99,8.88,,5.38
12054,Sayrışma effektli çoxfunksiyalı üz kremi Wedding Weekend,Sayrışma effektli çoxfunksiyalı üz kremi Wedding Weekend - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-059317?sponsornumber=733560909&page=27,49.69,35.89,26.59,,16.12
910564,Duş əlcəyi Samba del Rio narıncı,Duş əlcəyi Samba del Rio narıncı - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/02060505-063370?sponsornumber=733560909&page=27,5.49,2.69,1.99,,0.6
910563,Duş əlcəyi Samba del Rio göy,Duş əlcəyi Samba del Rio göy - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/02060505-063368?sponsornumber=733560909&page=27,5.49,2.69,1.99,,0.6
910562,Duş əlcəyi Samba del Rio yaşıl,Duş əlcəyi Samba del Rio yaşıl - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/02060505-063363?sponsornumber=733560909&page=27,5.49,2.69,1.99,,0.6
3533,"Oksigenli nəmləndirici üz kremi ""Əfsanəvi oksigen""","Oksigenli nəmləndirici üz kremi ""Əfsanəvi oksigen"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-058514?sponsornumber=733560909&page=27",21.59,11.99,8.88,,5.38
3532,"Oksigenli qidalandırıcı üz kremi ""Əfsanəvi oksigen""","Oksigenli qidalandırıcı üz kremi ""Əfsanəvi oksigen"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-058513?sponsornumber=733560909&page=27",21.59,11.99,8.88,,5.38
6779,Gecə krem-arxitektor Renovage,Gecə krem-arxitektor Renovage - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-049487?sponsornumber=733560909&page=27,23.99,13.19,9.77,,5.92
10313,"Saçlar üçün ampullu konsentrat ""Dərindən bərpaetmə"" Expert Hair","Saçlar üçün ampullu konsentrat ""Dərindən bərpaetmə"" Expert Hair - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080502-059163?sponsornumber=733560909&page=27",6.49,3.09,2.29,,0.69
2018,Vitaminli maye əl sabunu «Yuzu və marakuya» Vitamania,Vitaminli maye əl sabunu «Yuzu və marakuya» Vitamania - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-059366?sponsornumber=733560909&page=27,8.39,4.09,3.03,,0.92
1550,Qatılaşdırılmış hüceyrə əsaslı gündüz kremi Garderica,Qatılaşdırılmış hüceyrə əsaslı gündüz kremi Garderica - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080202-052295?sponsornumber=733560909&page=27,23.99,16.79,12.44,,7.54
1553,"Quru dəri üçün hüceyrə əsaslı gecə kremi ""Ultraqidalandırma"" Garderica","Quru dəri üçün hüceyrə əsaslı gecə kremi ""Ultraqidalandırma"" Garderica - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-052298?sponsornumber=733560909&page=27",23.99,16.79,12.44,,7.54
1552,"Quru dəri üçün hüceyrə əsaslı gündüz kremi ""Ultraqidalandırma"" Garderica","Quru dəri üçün hüceyrə əsaslı gündüz kremi ""Ultraqidalandırma"" Garderica - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-052297?sponsornumber=733560909&page=27",23.99,16.79,12.44,,7.54
1551,Qatılaşdırılmış hüceyrə əsaslı gecə kremi Garderica,Qatılaşdırılmış hüceyrə əsaslı gecə kremi Garderica - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-052296?sponsornumber=733560909&page=27,23.99,16.79,12.44,,7.54
8703,"Dəri üçün universal nəmləndirici gel ""Rahatlıq"" Storie D’Amore","Dəri üçün universal nəmləndirici gel ""Rahatlıq"" Storie D’Amore - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010604-055935?sponsornumber=733560909&page=27",9.59,4.79,3.55,,1.08
6778,Gündüz krem-arxitektor Renovage,Gündüz krem-arxitektor Renovage - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-049486?sponsornumber=733560909&page=27,23.99,13.19,9.77,,5.92
1771,"Balzam ""Saçların böyüməsi"" Expert","Balzam ""Saçların böyüməsi"" Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070302-052514?sponsornumber=733560909&page=27",9.59,4.79,3.55,,1.08
6799,Saçlar üçün iksir «Dərindən bərpaetmə» Expert,Saçlar üçün iksir «Dərindən bərpaetmə» Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070302-054959?sponsornumber=733560909&page=27,14.39,7.19,5.33,,3.23
1574,Üz maskası Honey Infusion,Üz maskası Honey Infusion - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080204-050949?sponsornumber=733560909&page=27,8.29,4.09,3.03,,0.92
1397,Əl kremi «Gəncləşdirmə formulası» Grand Prix,Əl kremi «Gəncləşdirmə formulası» Grand Prix - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010803-043879?sponsornumber=733560909&page=27,7.19,3.29,2.44,,0.74
1394,Əl üçün gel «Kimyəvyi pilinq» Grand Prix,Əl üçün gel «Kimyəvyi pilinq» Grand Prix - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010803-043876?sponsornumber=733560909&page=27,5.99,2.59,1.92,,0.58
56900,Həcmli kirpik tuşu Wow So Volume,Həcmli kirpik tuşu Wow So Volume - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020104-091027?sponsornumber=733560909&page=0,11.99,5.39,3.99,,1.21
5087,Taxma kirpik effektli tuş  2XL Multilashes,Taxma kirpik effektli tuş  2XL Multilashes - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020104-057345?sponsornumber=733560909&page=0,9.59,3.59,2.66,,0.81
6916,"Şaftalı ekstraktı ilə üz üçün hialuronlu korrektoru Hyaluronic Makeup, ton universal şaftalılı","Şaftalı ekstraktı ilə üz üçün hialuronlu korrektoru Hyaluronic Makeup, ton universal şaftalılı - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020301-072211?sponsornumber=733560909&page=0",14.39,7.19,5.33,,3.23
6898-6899,iSeul dodaqlar və yanaqlar üçün ənlik kuşon,iSeul dodaqlar və yanaqlar üçün ənlik kuşon - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-104776?sponsornumber=733560909&page=0,16.79,9.59,7.1,,4.3
5905-5906,It’s Collagen qaşlara həcm verən fiksasiyaedici tuş,It’s Collagen qaşlara həcm verən fiksasiyaedici tuş - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-104775?sponsornumber=733560909&page=0,11.99,5.99,4.44,,1.35
41363,Vitamania “Qreypfrut və quava” dodaq balzamı,Vitamania “Qreypfrut və quava” dodaq balzamı - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-076598?sponsornumber=733560909&page=0,5.79,3.09,2.29,,0.69
47706-47707,Dodaq parıltısı O'Sole,Dodaq parıltısı O'Sole - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-100026?sponsornumber=733560909&page=0,11.99,5.99,4.44,,1.35
5851,O'Sole uzadıcı termo kirpik tuşu,O'Sole uzadıcı termo kirpik tuşu - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020104-081969?sponsornumber=733560909&page=0,11.99,4.79,3.55,,1.08
56806-56806,Suyadavamlı kölgə-qələmlər O`Sole,Suyadavamlı kölgə-qələmlər O`Sole - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-100074?sponsornumber=733560909&page=0,11.99,5.99,4.44,,2.69
56796,"Uzadıcı tuş Macroscopic, qara ton","Uzadıcı tuş Macroscopic, qara ton - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020104-064859?sponsornumber=733560909&page=0",9.59,3.59,2.66,,0.81
6001,Go Glow: Sun Kiss günəş effekti ilə hibrid kirşan,Go Glow: Sun Kiss günəş effekti ilə hibrid kirşan - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020302-082014?sponsornumber=733560909&page=0,38.39,16.79,12.44,,7.54
5985-5989,Gül və badam yağları ilə suya davamlı göz üçün kayal,Gül və badam yağları ilə suya davamlı göz üçün kayal - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-098012?sponsornumber=733560909&page=0,7.19,5.49,4.07,,2.47
6912,Üz üçün ultranəmləndirici SUPER BB-krem Hyaluronic Makeup,Üz üçün ultranəmləndirici SUPER BB-krem Hyaluronic Makeup - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020301-065641?sponsornumber=733560909&page=0,19.19,9.59,7.1,,4.3
56797,Hialuronlu həcmli kirpik tuşu Hyaluronic Makeup,Hialuronlu həcmli kirpik tuşu Hyaluronic Makeup - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020104-065452?sponsornumber=733560909&page=0,11.99,4.79,3.55,,1.08
47827,"Dodaq parıltısı Le Carrousel Magique, ton versal qızılgülü","Dodaq parıltısı Le Carrousel Magique, ton versal qızılgülü - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020202-081997?sponsornumber=733560909&page=0",9.59,2.89,2.14,,0.65
41320-41328,Hialuronlu nəmləndirici dodaq boyası Hyaluronic Makeup,Hialuronlu nəmləndirici dodaq boyası Hyaluronic Makeup - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-091392?sponsornumber=733560909&page=0,11.99,5.29,3.92,,1.19
6030-6040,5-i 1-də hialuronlu nəmləndirici tonal krem-qulluq Hyaluronic Makeup,5-i 1-də hialuronlu nəmləndirici tonal krem-qulluq Hyaluronic Makeup - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-091393?sponsornumber=733560909&page=0,23.99,12.89,9.55,,5.79
41530,Qidalandırıcı dodaq balzamı Coco Rituals,Qidalandırıcı dodaq balzamı Coco Rituals - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-072288?sponsornumber=733560909&page=0,7.19,3.59,2.66,,0.81
41550,Dodaq plamperi Maximizer,Dodaq plamperi Maximizer - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020202-073660?sponsornumber=733560909&page=0,14.39,10.79,7.99,,4.84
5558,Göz qapaqları üçün kölgələr paleti Mur Mur Noir,Göz qapaqları üçün kölgələr paleti Mur Mur Noir - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020103-064850?sponsornumber=733560909&page=0,47.99,23.99,17.77,,10.77
6815-6817,Davamlı matlaşdırıcı tonal krem Stay On,Davamlı matlaşdırıcı tonal krem Stay On - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-084913?sponsornumber=733560909&page=1,19.19,14.39,10.66,,6.46
41307,Dodaq balzam-qələmi Glam Kitty «Konfet»,Dodaq balzam-qələmi Glam Kitty «Konfet» - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-067709?sponsornumber=733560909&page=1,7.19,4.29,3.18,,0.96
41306,Dodaq balzam-qələmi Glam Kitty «Qarpız»,Dodaq balzam-qələmi Glam Kitty «Qarpız» - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-067708?sponsornumber=733560909&page=1,7.19,4.29,3.18,,0.96
41131-41237,Dodaq qələmi Glam Liner,Dodaq qələmi Glam Liner - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-058104?sponsornumber=733560909&page=1,6.49,3.09,,,1.39
56749-56778,Göz qələmi Glam Liner,Göz qələmi Glam Liner - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-057570?sponsornumber=733560909&page=1,6.49,3.09,,,1.39
41264,Dodaqlar üçün peptidli balzam-zərdab It’s Collagen,Dodaqlar üçün peptidli balzam-zərdab It’s Collagen - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-064320?sponsornumber=733560909&page=1,9.59,4.29,3.18,,0.96
5071-5072,Həcmverici kirşan Top Celebrity,Həcmverici kirşan Top Celebrity - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-071577?sponsornumber=733560909&page=1,11.99,4.79,3.55,,1.08
910557,Kölgələr üçün aplikatorlar dəsti,Kölgələr üçün aplikatorlar dəsti - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-062589?sponsornumber=733560909&page=1,3.59,2.69,1.99,,0.6
41210-41215,Həcm effektli dodaq parıltısı Glossy Lips,Həcm effektli dodaq parıltısı Glossy Lips - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-081945?sponsornumber=733560909&page=1,7.89,4.09,3.03,,0.92
5021,Laminasiya effektli qaş geli It’s Collagen,Laminasiya effektli qaş geli It’s Collagen - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020101-063843?sponsornumber=733560909&page=1,11.99,4.79,3.55,,1.08
71053,Dırnaqlar və kutikul üçün nəmləndirici süd-zərdab Raspberry Milk,Dırnaqlar və kutikul üçün nəmləndirici süd-zərdab Raspberry Milk - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020402-055034?sponsornumber=733560909&page=1,9.59,4.79,3.55,,1.08
56864,Pişik gözləri effekti ilə kirpik tuşu Mur Mur Noir,Pişik gözləri effekti ilə kirpik tuşu Mur Mur Noir - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020104-062973?sponsornumber=733560909&page=1,11.99,4.79,3.55,,1.08
41837,Dodaq balzamı «Çiyələkli makarun» Beauty Cafe,Dodaq balzamı «Çiyələkli makarun» Beauty Cafe - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-062130?sponsornumber=733560909&page=1,5.79,4.29,3.18,1.84,1.93
41836,Dodaq balzamı «Moruqlu milfey» Beauty Cafe,Dodaq balzamı «Moruqlu milfey» Beauty Cafe - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-062129?sponsornumber=733560909&page=1,5.79,4.29,3.18,1.84,1.93
41835,Dodaq balzamı «Armudlu parfe» Beauty Cafe,Dodaq balzamı «Armudlu parfe» Beauty Cafe - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-062128?sponsornumber=733560909&page=1,5.79,4.29,3.18,1.84,1.93
41834,Dodaq balzamı «Portağallı merenqa» Beauty Cafe,Dodaq balzamı «Portağallı merenqa» Beauty Cafe - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-062127?sponsornumber=733560909&page=1,5.79,4.29,3.18,1.84,1.93
41147-41361,Dodaq boyası-filler It’s Collagen,Dodaq boyası-filler It’s Collagen - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-000579?sponsornumber=733560909&page=1,11.99,5.49,4.07,,1.23
41166,"Dodaq balzamı ""Yuzu və marakuya"" Vitamania","Dodaq balzamı ""Yuzu və marakuya"" Vitamania - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-060150?sponsornumber=733560909&page=1",5.79,3.09,2.29,,0.69
41165,"Dodaq balzamı ""Ananas və laym"" Vitamania","Dodaq balzamı ""Ananas və laym"" Vitamania - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-060149?sponsornumber=733560909&page=1",5.79,3.09,2.29,,0.69
41164,"Dodaq balzamı ""Qarpız və yemiş"" Vitamania","Dodaq balzamı ""Qarpız və yemiş"" Vitamania - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-060148?sponsornumber=733560909&page=1",5.79,3.09,2.29,,0.69
41163,"Dodaq balzamı ""Manqo və papaya"" Vitamania","Dodaq balzamı ""Manqo və papaya"" Vitamania - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-060147?sponsornumber=733560909&page=2",5.79,3.09,2.29,,0.69
41195-41209,Dodaq boyası-iksir Love My Lips,Dodaq boyası-iksir Love My Lips - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-071424?sponsornumber=733560909&page=2,10.79,6.19,4.59,,2.78
58246,Üz və göz üçün palet Eden Garden,Üz və göz üçün palet Eden Garden - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020103-062975?sponsornumber=733560909&page=2,60.69,27.59,20.44,,12.39
71050,Dırnaqlar üçün möhkəmləndirici baza Magnet Base,Dırnaqlar üçün möhkəmləndirici baza Magnet Base - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020402-055031?sponsornumber=733560909&page=2,9.59,4.79,3.55,,1.08
71049,Dırnaqlar üçün kollagenli kalsium südü Calcium Milk + Collagen,Dırnaqlar üçün kollagenli kalsium südü Calcium Milk + Collagen - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020402-055025?sponsornumber=733560909&page=2,9.59,4.79,3.55,,1.08
71048,Çox zədələnmiş dırnaqlar üçün bərpaedici örtük SOS Restore,Çox zədələnmiş dırnaqlar üçün bərpaedici örtük SOS Restore - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020402-055021?sponsornumber=733560909&page=2,9.59,4.79,3.55,,1.08
71047,Quru və kövrək dırnaqlar üçün möhkəmləndirici Berry Repair,Quru və kövrək dırnaqlar üçün möhkəmləndirici Berry Repair - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020402-055014?sponsornumber=733560909&page=2,9.59,4.79,3.55,,1.08
71052,Gel 3D-effektli tezquruyan top Fast Dry Gel,Gel 3D-effektli tezquruyan top Fast Dry Gel - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020401-055033?sponsornumber=733560909&page=2,10.79,5.49,4.07,,1.23
56783-56788,Ultradavamlı krem göz kölgələri It's Сollagen,Ultradavamlı krem göz kölgələri It's Сollagen - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-070169?sponsornumber=733560909&page=2,13.79,10.19,,,4.58
41191,Peptidlərlə dodaq balzamı SOS,Peptidlərlə dodaq balzamı SOS - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-060205?sponsornumber=733560909&page=2,5.79,4.29,3.18,1.84,1.93
41189,Pantenol ilə SOS dodaq balzamı,Pantenol ilə SOS dodaq balzamı - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-060203?sponsornumber=733560909&page=2,5.79,4.29,3.18,1.84,1.93
41185,Lanolin ilə qulluqedici dodaq balzamı SOS,Lanolin ilə qulluqedici dodaq balzamı SOS - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-060200?sponsornumber=733560909&page=2,5.79,4.29,3.18,1.84,1.93
41220-41228,Mat dodaq boyası Matte Chic,Mat dodaq boyası Matte Chic - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-068793?sponsornumber=733560909&page=2,10.79,6.19,4.59,,2.78
41188,Sədəflərlə çalarlı dodaq balzamı Phyto,Sədəflərlə çalarlı dodaq balzamı Phyto - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-060202?sponsornumber=733560909&page=2,5.79,3.09,2.29,,0.69
41187,Çalarlı dodaq balzamı Phyto,Çalarlı dodaq balzamı Phyto - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-060201?sponsornumber=733560909&page=2,5.79,3.09,2.29,,0.69
41184,Supernəmləndirici dodaq balzamı Phyto,Supernəmləndirici dodaq balzamı Phyto - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-060199?sponsornumber=733560909&page=2,5.79,3.09,2.29,,0.69
41183,Aniyaşlanma dodaq balzamı Phyto,Aniyaşlanma dodaq balzamı Phyto - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-060198?sponsornumber=733560909&page=2,5.79,3.09,2.29,,0.69
41182,Vitaminli dodaq balzamı Phyto,Vitaminli dodaq balzamı Phyto - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-060197?sponsornumber=733560909&page=2,5.79,3.09,2.29,,0.69
56760,Göz qapaqları və qaşlar üşün kölgələr paleti Royal Brownie,Göz qapaqları və qaşlar üşün kölgələr paleti Royal Brownie - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020103-050956?sponsornumber=733560909&page=2,22.09,9.59,7.1,,4.3
40987-41186,Kirşanlı dodaq boyası Soft Nude,Kirşanlı dodaq boyası Soft Nude - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-024650?sponsornumber=733560909&page=2,13.19,6.69,4.96,,1.5
41591-41833,Dodaq parıldadıcısı Glam To Shine,Dodaq parıldadıcısı Glam To Shine - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-065940?sponsornumber=733560909&page=3,10.79,7.19,5.33,3.84,3.23
41471-41870,Qulluqedici dodaq boyası Glam Color,Qulluqedici dodaq boyası Glam Color - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-065941?sponsornumber=733560909&page=3,9.59,4.29,3.18,,0.96
6038-6048,Davamlı kompakt kirşan Soft Matte,Davamlı kompakt kirşan Soft Matte - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-065017?sponsornumber=733560909&page=3,19.29,8.29,6.14,,1.86
56764,"Çoxsəviyyəli həcm effekti ilə kirpiklərin möhkəmləndirilməsi üçün tuş It’s Collagen, ton qara","Çoxsəviyyəli həcm effekti ilə kirpiklərin möhkəmləndirilməsi üçün tuş It’s Collagen, ton qara - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020104-051521?sponsornumber=733560909&page=3",11.99,5.99,4.44,,1.35
55993,"Gəlincik həcm effekti ilə kirpiklərin möhkəmləndirilməsi üçün tuş It’s Collagen, ton qara","Gəlincik həcm effekti ilə kirpiklərin möhkəmləndirilməsi üçün tuş It’s Collagen, ton qara - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020104-020581?sponsornumber=733560909&page=3",11.99,5.99,4.44,,1.35
41160,"Dodaq balzamı ""Moruqlu Kitti"" Glam Kitty","Dodaq balzamı ""Moruqlu Kitti"" Glam Kitty - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-055141?sponsornumber=733560909&page=3",8.29,4.09,3.03,,0.92
60019,Dırnaq və kutikullar üçün monarda yağı,Dırnaq və kutikullar üçün monarda yağı - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020402-055494?sponsornumber=733560909&page=3,10.79,5.49,4.07,,1.23
5068,Uzadıcı termal kirpik tuşu Wow So Long,Uzadıcı termal kirpik tuşu Wow So Long - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020104-057630?sponsornumber=733560909&page=3,10.99,5.49,4.07,,1.23
